content,sentiment
i dont want her to beg at my feet but a how are you courtney or a hows your new project coming courtney would give me some affirmation that i dont feel like a submissive slug,sadness
i feel awful when reading someones emotional posts especially when i am was having mine,sadness
i feel about the place and it is unfortunate when i feel it is out of sheer necessity that i have to stay away from home,sadness
im not writing this for people to be like oh i feel bad for you no because i dont want them to do that and dont expect them to do that,sadness
i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years,sadness
ive vented and cried and now im a little more calm and feeling less hostile,anger
i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person,sadness
i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed,anger
i feel soooo impatient,anger
i feel like she was bitter towards people who were in upper class just because they were in upper class,anger
i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you,sadness
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
i could have possibly forgotten that would make me feel as idiotic as last years whole forgot to pack shirts thing did,sadness
i cant help but wince as i do that feeling an unpleasant tightness in my back and a dull ache in my head since ive opted for resting it against the wall behind me,sadness
i was truly just standing there staring out the window feeling so incredibly melancholy that i was on the verge of tears,sadness
i will look better and better to him in time and he will feel stupid,sadness
i possibly feel foolish for,sadness
i really feel shamed,sadness
i am sitting here today feeling just miserable,sadness
im home alone with my son and im feeling sad,sadness
i still feel so irritable every day,anger
i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed,anger
i might add that i feel dismayed whenever i see christians posting links to such apologetic drivel as my online friend did because it only acts as a disclaimer which boldly advertises their own stupendous ignorance and incredulity,sadness
